amount,hour,location_change,device_change,txn_count_24h,fraud
25205.52,11,0,1,13,1
568.68,13,0,1,9,0
28524.21,16,0,1,3,0
1320.98,18,0,0,13,0
35550.93,1,0,1,9,1
11937.33,11,0,0,1,0
43363.28,5,0,1,14,1
23417.54,18,1,1,4,1
7553.89,2,1,1,8,0
21051.15,21,1,1,8,1
19505.02,3,1,0,5,1
47864.67,1,0,1,14,1
38906.08,6,1,1,9,1
4946.32,19,0,0,9,0
44080.09,12,0,0,5,0
31737.18,1,1,1,13,1
17054.07,3,1,0,11,1
31147.4,20,0,1,3,0
25910.59,0,0,1,8,1
18477.68,0,0,1,3,1
17438.73,11,1,1,11,1
28693.2,1,1,0,4,1
43232.47,8,1,1,4,1
35983.38,11,0,0,6,0
5771.85,6,1,0,12,0
39267.72,14,0,0,14,0
7921.49,12,1,1,4,0
6600.11,3,0,1,10,0
97.68,12,0,1,1,0
9966.28,6,0,1,2,0
33931.17,16,1,0,4,1
23921.56,16,1,0,7,1
37542.67,22,0,1,4,0
8677.67,1,1,0,2,0
30425.3,1,0,0,11,1
14968.62,9,0,1,3,0
9970.54,14,0,0,13,0
34941.81,3,0,0,5,1
40355.66,7,0,0,11,0
18626.84,12,0,1,6,0
10633.4,6,0,0,14,0
12113.4,11,1,1,14,1
21253.02,6,0,0,1,0
2304.68,7,1,0,14,0
15703.34,15,1,1,4,0
744.44,1,0,1,2,0
37179.97,17,1,1,12,1
1411.19,21,0,1,12,1
28925.93,22,1,0,5,1
26547.59,16,0,0,12,0
34430.63,9,0,0,2,0
41175.44,5,0,0,13,0
13748.76,20,0,1,12,1
41945.7,23,0,0,14,0
59.36,8,1,1,9,0
17335.05,14,1,0,5,0
16313.08,12,1,0,4,0
21649.89,22,0,0,12,0
20404.8,5,1,0,10,1
6756.18,18,0,1,7,0
5576.45,1,1,0,3,0
47391.8,11,1,1,11,1
21924.73,5,0,0,15,0
4302.8,2,0,1,14,1
46062.13,10,1,0,9,1
42228.49,8,0,0,3,0
18099.87,7,0,1,4,0
38080.23,5,1,0,13,1
4133.79,20,0,1,15,1
31952.76,20,1,0,7,1
43511.07,22,1,0,13,1
43059.89,20,0,1,15,1
7702.01,1,1,0,1,0
43868.96,4,0,1,4,1
30456.15,7,1,1,10,1
28620.42,16,1,1,8,1
17761.1,8,1,1,3,0
27943.32,10,0,0,13,0
45508.21,19,1,0,12,1
33177.2,14,1,1,6,1
23383.92,11,0,1,8,0
16664.91,0,0,1,12,1
45494.12,16,1,0,5,1
11132.33,13,1,0,6,0
3855.66,6,1,0,10,0
10669.43,21,0,0,14,0
7313.61,5,0,1,10,0
40595.36,19,0,1,11,1
31590.49,11,0,1,9,0
26625.51,2,1,1,8,1
24860.22,13,1,1,8,1
39982.51,21,0,0,1,0
14529.73,13,1,0,11,0
14067.66,5,1,0,14,0
26269.46,2,0,0,7,1
35089.64,17,1,0,2,1
34834.87,0,0,1,6,1
6820.48,17,1,1,9,0
47899.0,13,1,1,11,1
25649.61,5,0,0,10,0
20007.34,4,0,0,8,1
47235.47,8,1,0,5,1
9767.21,19,0,1,14,1
17260.01,2,0,1,8,1
41879.26,19,0,1,15,1
40855.14,14,0,0,4,0
48798.76,7,0,0,2,0
43285.76,18,0,0,12,0
12347.93,17,1,1,2,0
34465.36,1,0,1,9,1
11265.81,16,0,0,7,0
12567.77,12,0,1,11,1
30364.38,17,0,0,13,0
29048.23,0,0,1,2,1
47893.41,19,1,0,11,1
31393.18,14,0,1,7,0
11657.43,4,0,1,8,0
44259.18,19,0,0,13,0
22778.26,4,0,1,3,1
6937.11,12,0,0,5,0
49559.56,8,1,0,12,1
17495.01,10,0,0,13,0
48340.0,19,0,0,12,0
22185.83,12,1,1,5,1
28307.87,23,0,1,11,1
29857.15,22,1,1,10,1
975.72,12,0,1,5,0
28995.34,6,0,0,5,0
3757.41,18,1,0,10,0
34514.9,13,0,1,7,0
24136.17,11,1,1,11,1
47973.61,20,1,0,12,1
16327.45,3,1,1,12,1
15669.82,19,1,1,8,0
13234.15,10,1,1,4,0
19400.82,18,0,1,14,1
17203.9,21,0,1,14,1
29827.06,3,1,0,4,1
24438.87,21,1,1,2,1
7267.21,15,1,0,2,0
22654.3,21,1,0,4,1
17612.31,9,1,1,8,0
19062.35,1,0,1,15,1
38340.85,6,0,1,15,1
14440.57,1,0,1,9,0
26933.75,17,1,1,3,1
46414.15,7,1,1,2,1
37874.18,10,0,1,4,0
27560.16,19,1,0,14,1
17589.19,22,0,1,5,0
32642.65,17,1,0,7,1
37849.99,9,0,1,12,1
9857.9,23,1,0,1,0
35447.74,8,1,0,4,1
435.2,16,0,0,6,0
7448.25,5,0,0,2,0
33961.59,20,0,1,15,1
16765.58,17,0,0,14,0
40972.2,8,1,0,2,1
1474.62,4,1,0,3,0
26805.95,6,0,1,4,0
15471.63,0,0,0,15,1
3247.84,13,0,0,13,0
21751.77,10,0,1,4,0
42608.02,11,0,1,2,0
31698.17,13,1,0,15,1
36173.97,23,1,1,11,1
7897.92,12,1,0,9,0
8863.2,4,0,0,4,0
29029.63,20,0,1,10,0
1973.88,15,0,0,6,0
49711.84,8,1,0,4,1
13542.4,10,0,0,5,0
9636.22,20,0,0,5,0
48119.28,2,1,0,9,1
13333.51,0,0,0,7,0
19227.86,11,1,1,11,1
43725.74,3,1,1,2,1
14053.39,13,0,1,15,1
45055.78,0,1,1,11,1
43364.79,3,0,0,10,1
31130.22,6,0,0,3,0
36194.3,11,0,1,8,0
44778.32,22,1,0,6,1
7313.87,14,1,1,12,1
24930.95,2,1,1,12,1
8971.88,5,0,1,3,0
34229.68,14,1,0,14,1
39719.08,17,0,1,4,0
38415.1,21,0,1,8,0
42590.06,17,0,1,15,1
20120.07,2,1,1,3,1
9435.26,22,1,0,8,0
32056.09,7,0,1,7,0
18512.42,23,1,1,5,0
48306.54,17,0,0,10,0
8628.62,8,0,0,8,0
11421.88,2,1,1,12,1
14269.94,21,0,0,4,0
9734.22,18,0,1,1,0
8895.4,5,1,1,5,0
11926.46,2,0,1,7,0
21181.88,3,0,1,11,1
4933.7,20,1,0,10,0
21681.23,5,0,0,3,0
21507.48,11,1,0,6,1
11025.79,13,1,1,9,0
35631.33,2,0,1,8,1
44950.2,18,1,1,8,1
32205.03,11,1,1,15,1
33180.11,4,0,1,2,1
22821.69,16,0,0,1,0
42288.33,23,1,1,2,1
5253.91,9,1,0,3,0
35256.04,15,0,1,8,0
26359.88,2,0,1,9,1
16007.27,19,0,1,1,0
42793.68,0,0,0,15,1
14780.07,14,0,1,3,0
45895.73,23,0,1,11,1
22405.32,4,1,0,12,1
49730.03,14,0,1,2,0
29473.15,9,1,0,1,1
19777.14,6,0,0,15,0
15800.86,14,0,0,9,0
43937.95,14,1,0,14,1
36674.15,4,0,1,11,1
17156.6,0,1,1,8,1
23999.71,0,1,0,14,1
17278.96,8,0,0,4,0
872.23,10,0,1,5,0
4863.49,9,1,0,14,0
44790.27,5,1,1,8,1
33619.9,0,1,1,1,1
36490.24,23,1,1,8,1
37156.92,0,0,0,13,1
30007.41,23,0,1,4,0
22258.89,21,0,1,4,0
18410.16,22,1,0,4,0
38238.17,7,0,1,14,1
11199.49,23,1,1,15,1
33746.97,17,0,0,7,0
7730.87,12,1,0,2,0
21661.7,15,1,1,2,1
40755.22,23,1,1,15,1
47188.3,2,0,0,8,1
10010.13,10,0,1,9,0
5142.26,11,0,1,6,0
27808.88,1,1,0,6,1
23935.49,0,0,1,15,1
1126.81,15,1,0,11,0
43420.72,23,0,0,11,0
48080.45,12,1,0,1,1
12029.9,9,1,1,11,1
45534.26,12,0,0,2,0
46254.98,5,0,0,2,0
28224.25,0,1,0,11,1
15672.19,15,1,0,4,0
31398.68,10,0,1,7,0
27684.3,21,1,1,12,1
45870.01,15,1,0,3,1
11118.04,5,0,1,11,1
40745.09,17,1,1,3,1
27114.16,16,0,1,3,0
21699.72,16,1,0,10,1
20503.47,10,0,1,11,1
10735.53,19,0,0,2,0
43599.14,1,0,0,6,1
30179.67,6,1,1,5,1
43817.56,18,1,0,1,1
5255.02,10,0,1,10,0
40854.38,18,0,0,12,0
33842.02,10,0,0,15,0
47071.56,5,0,0,8,0
3915.3,4,0,0,10,0
40180.3,0,0,1,3,1
135.44,8,0,1,4,0
410.7,9,1,1,5,0
2773.92,5,1,0,5,0
20302.64,18,1,1,13,1
11029.0,5,1,1,12,1
33394.26,1,1,0,8,1
18192.76,16,1,0,2,0
7896.51,22,0,1,15,1
1228.57,19,1,0,2,0
418.49,2,1,1,7,0
17828.39,4,1,1,9,1
18086.32,8,1,1,13,1
17289.32,4,1,0,14,1
26954.61,0,1,1,8,1
35218.87,12,1,0,2,1
3720.65,4,0,0,2,0
8979.77,9,1,1,3,0
9035.73,0,0,0,15,0
960.58,2,0,0,1,0
4089.67,12,0,0,2,0
12483.08,0,0,1,10,0
39565.29,15,1,0,15,1
3465.56,21,0,1,10,0
41647.4,15,1,1,8,1
41072.67,8,1,0,13,1
35494.13,20,0,1,5,0
1111.1,16,0,1,15,1
8318.59,19,1,1,3,0
46174.93,21,0,0,15,0
31231.49,2,1,1,12,1
18027.44,0,1,0,7,1
30461.31,9,1,1,4,1
36781.62,5,1,0,6,1
7332.91,17,1,0,13,0
40865.84,19,1,1,9,1
28242.07,11,0,0,4,0
24708.51,18,1,0,5,1
2447.74,0,1,1,9,0
15567.06,19,0,1,4,0
1920.52,18,0,1,2,0
10284.16,3,1,0,5,0
39752.75,14,0,0,2,0
11798.82,8,0,1,2,0
8668.54,18,0,1,11,1
8317.31,1,1,0,9,0
3147.66,3,0,1,15,1
2222.65,7,0,1,12,1
38269.62,23,1,0,1,1
27678.83,20,0,1,10,0
44760.94,11,1,0,1,1
30236.38,13,0,0,7,0
28268.09,14,1,1,7,1
46958.98,17,1,0,2,1
44706.53,3,1,0,6,1
6789.34,10,0,0,13,0
37820.04,13,0,0,10,0
5635.23,7,1,1,13,1
247.11,9,1,0,10,0
24098.36,15,1,0,3,1
4779.81,17,0,0,15,0
49717.99,21,1,1,4,1
7829.27,20,1,1,3,0
26849.03,14,0,0,9,0
14455.91,18,1,1,4,0
35142.45,6,1,1,6,1
16000.27,15,0,1,1,0
40660.19,15,0,1,7,0
285.96,4,0,0,12,0
21470.46,16,1,0,10,1
35909.09,16,0,1,3,0
31655.17,10,0,1,11,1
45051.69,13,1,1,3,1
6634.43,5,0,1,12,1
39973.89,5,1,1,6,1
28302.22,1,1,0,7,1
20087.3,19,0,1,12,1
34872.12,23,0,1,7,0
24238.41,22,1,0,8,1
33352.45,20,1,1,11,1
23508.79,1,0,0,14,1
525.49,18,0,1,4,0
35457.18,3,1,1,10,1
40379.25,8,1,0,3,1
13295.36,15,1,1,13,1
23160.03,11,1,1,8,1
4228.54,21,1,0,2,0
38980.41,9,0,0,2,0
44082.23,12,1,0,14,1
30614.49,3,0,1,1,1
31099.05,13,1,0,11,1
43930.14,18,0,1,1,0
5802.82,17,1,0,11,0
44692.44,13,0,0,7,0
24157.85,14,1,0,5,1
45999.46,11,1,0,1,1
31332.75,15,1,1,14,1
2280.3,2,1,1,7,0
5374.82,21,0,0,1,0
25394.77,22,1,1,11,1
32794.78,20,1,0,2,1
41979.21,11,0,1,10,0
43327.23,19,0,1,1,0
6731.33,5,1,0,14,0
23454.56,19,1,0,6,1
13119.14,8,0,1,6,0
2712.43,22,0,1,2,0
12102.18,1,0,0,11,0
33372.0,14,0,0,4,0
5559.77,5,0,1,3,0
14087.83,7,0,0,3,0
15096.66,3,1,1,9,1
39185.91,12,0,1,3,0
49639.2,12,0,0,6,0
10802.61,13,0,0,10,0
35797.04,23,0,0,10,0
16411.31,9,1,1,4,0
39750.45,4,0,0,15,1
683.32,21,1,1,14,1
48977.15,12,1,1,7,1
37153.26,2,1,0,11,1
23476.53,5,0,1,1,0
2738.94,3,0,1,1,0
48506.26,15,1,0,7,1
44520.84,4,1,0,7,1
28124.49,14,0,0,7,0
38946.28,16,1,1,8,1
36242.71,10,1,0,6,1
19897.62,1,0,1,12,1
30688.91,17,1,1,13,1
17311.26,19,0,0,15,0
46237.27,12,0,1,15,1
39444.75,14,1,0,12,1
9050.14,2,1,0,3,0
11051.04,14,0,0,1,0
46613.79,4,0,1,2,1
17656.35,3,1,1,5,1
38762.47,16,0,0,15,0
34271.56,6,0,0,8,0
47729.74,21,0,1,1,0
43210.79,3,0,0,4,1
44358.58,13,1,1,7,1
3543.72,20,0,0,8,0
1518.34,8,1,0,6,0
4095.49,0,1,1,10,0
21537.61,14,1,0,3,1
11856.69,21,1,0,1,0
33970.71,18,0,1,1,0
8635.35,20,1,0,3,0
45810.62,21,1,1,3,1
31464.24,20,0,1,1,0
12965.42,15,1,1,6,0
32377.41,5,1,0,5,1
40890.53,9,1,0,11,1
591.38,9,0,1,12,1
39000.37,11,1,1,9,1
19719.4,8,1,0,5,0
27917.35,2,0,1,15,1
15253.02,22,1,1,6,0
10927.52,14,0,0,11,0
48268.33,16,1,0,13,1
2419.24,17,1,1,12,1
9205.21,18,0,1,2,0
35573.15,20,1,1,2,1
49356.42,7,1,0,8,1
27303.82,2,1,1,5,1
48028.8,0,1,0,3,1
22065.89,3,1,1,14,1
1788.25,3,1,0,10,0
21885.98,13,1,1,4,1
21281.03,19,0,1,15,1
6900.03,9,0,1,1,0
48743.58,12,0,1,8,0
33117.92,17,0,0,5,0
44539.43,19,0,1,13,1
144.0,10,0,1,5,0
48442.63,12,1,1,3,1
11036.54,13,1,0,8,0
3608.27,13,0,1,1,0
28126.32,3,1,0,2,1
6869.87,6,1,1,14,1
1637.67,1,1,1,13,1
35306.29,20,0,1,15,1
42793.51,0,1,0,4,1
26275.95,5,1,0,9,1
47271.63,3,0,1,13,1
22659.04,2,1,1,5,1
27466.61,21,1,0,15,1
38530.39,12,0,0,7,0
4820.68,19,1,1,13,1
14688.49,22,0,1,2,0
44381.0,5,0,1,11,1
10128.02,8,0,1,10,0
11434.15,8,1,1,1,0
38329.11,0,1,0,4,1
39183.53,17,0,1,9,0
24828.29,3,1,1,8,1
25545.83,21,1,1,14,1
28251.46,11,0,1,13,1
40047.85,2,0,0,10,1
16210.29,5,1,0,6,0
3356.13,20,0,1,13,1
41693.29,14,1,1,10,1
27582.57,23,0,0,14,0
12557.81,22,0,0,12,0
44907.55,7,1,1,13,1
4781.59,14,0,1,15,1
16655.78,19,1,1,13,1
48473.46,9,0,0,7,0
13225.2,23,0,1,7,0
22357.24,18,1,0,5,1
34554.64,17,1,0,6,1
7865.18,2,0,1,12,1
44009.66,20,1,0,13,1
8748.24,14,0,1,14,1
22382.28,11,1,1,4,1
10181.21,20,1,0,8,0
1591.8,7,1,0,11,0
514.11,12,0,1,8,0
26130.1,1,1,1,12,1
25144.75,8,0,0,5,0
44178.68,11,0,1,8,0
41521.02,11,1,1,11,1
41240.43,8,0,1,12,1
17886.36,16,1,0,10,0
41369.6,1,0,0,2,1
15099.5,7,1,0,9,0
25378.8,8,0,1,7,0
10162.09,5,0,1,1,0
22514.87,22,0,1,6,0
4060.42,10,1,1,12,1
6415.97,12,0,1,8,0
25933.55,14,1,1,5,1
26366.73,7,0,0,7,0
29348.59,6,1,1,12,1
24974.6,15,1,1,1,1
44427.81,23,1,0,2,1
32051.17,23,0,0,10,0
34139.27,23,0,0,4,0
7128.99,16,0,0,2,0
13077.7,10,0,1,5,0
33592.67,20,0,0,14,0
25874.97,16,1,0,12,1
11253.02,15,1,1,5,0
14360.03,16,0,0,5,0
43510.02,19,1,0,4,1
36357.14,20,0,0,3,0
13781.96,17,0,1,13,1
23524.74,21,0,0,4,0
33889.94,22,1,0,5,1
45314.25,22,0,0,7,0
21624.93,2,0,1,1,1
16799.21,2,1,0,9,1
10216.34,4,0,1,8,0
30831.59,15,0,0,12,0
22365.34,7,1,1,10,1
40054.18,2,1,1,14,1
21507.94,3,0,1,6,1
15324.49,22,0,1,8,0
25607.91,14,0,1,3,0
30092.12,11,0,0,13,0
8229.92,9,1,0,15,0
8714.81,23,1,1,14,1
18461.11,20,1,0,4,0
5204.7,7,1,1,2,0
35603.9,15,1,1,9,1
8948.54,8,1,0,10,0
45576.06,18,0,1,5,0
28430.27,12,0,0,11,0
20382.53,22,1,1,9,1
16899.16,23,0,0,7,0
36544.2,18,1,1,11,1
11122.77,6,0,1,11,1
37510.38,10,1,0,4,1
39572.82,11,1,0,9,1
45511.25,0,0,0,9,1
21653.74,2,1,0,15,1
46290.85,10,1,1,10,1
38612.53,20,0,1,6,0
9994.37,6,0,0,6,0
11314.3,16,0,0,13,0
28647.41,16,0,1,12,1
4590.66,10,1,1,3,0
16912.74,6,1,1,8,0
49352.18,8,1,1,15,1
23675.15,19,1,0,11,1
15744.79,1,1,0,6,1
1995.47,0,0,1,11,1
37597.36,9,1,1,4,1
36489.34,18,1,1,7,1
12367.6,21,1,1,15,1
2543.52,16,0,0,4,0
19966.76,23,1,0,8,0
7163.58,16,1,0,1,0
44701.98,10,0,0,8,0
20235.27,21,1,0,7,1
30060.55,8,0,0,7,0
17708.22,18,0,1,14,1
21317.07,2,1,0,8,1
9719.91,21,0,1,12,1
15166.26,3,1,0,5,1
3957.65,23,1,1,1,0
36122.17,13,1,1,14,1
16750.46,0,0,1,14,1
42816.18,8,1,0,8,1
19445.9,6,1,1,1,0
36652.66,1,1,0,11,1
36377.46,17,0,0,12,0
7411.58,10,0,1,3,0
325.97,17,1,0,1,0
31139.07,8,1,1,14,1
42505.19,4,1,1,1,1
1378.58,12,0,0,3,0
17924.55,10,0,0,5,0
32926.06,5,0,0,8,0
262.85,10,1,1,3,0
41969.69,23,0,0,11,0
7913.43,16,0,0,3,0
14320.84,4,1,1,8,0
4939.65,12,0,1,15,1
11849.54,1,0,0,4,0
39511.15,6,1,0,8,1
9705.72,6,0,1,13,1
15735.94,1,0,0,4,1
32811.16,16,0,1,11,1
25377.04,8,1,0,14,1
31817.9,2,1,0,1,1
19493.83,16,1,0,5,0
3306.64,0,1,0,1,0
40577.02,13,1,0,11,1
13142.87,0,0,0,1,0
25232.27,1,0,1,13,1
31891.07,18,0,0,14,0
16950.37,18,0,0,14,0
28495.24,9,0,0,7,0
46933.6,4,0,1,13,1
15558.37,5,1,1,9,0
15449.54,19,1,1,4,0
8263.02,0,0,0,3,0
15960.21,18,0,1,13,1
18029.65,11,0,0,1,0
11212.71,12,1,0,3,0
31025.65,13,1,1,15,1
35880.0,1,1,1,11,1
38743.15,7,0,1,4,0
33403.75,20,1,0,12,1
21403.09,4,1,1,4,1
8356.29,7,1,1,7,0
4761.45,16,0,0,5,0
588.71,13,1,1,10,0
6147.96,0,0,0,1,0
15149.76,20,0,0,2,0
15678.43,2,1,1,15,1
33080.54,12,0,0,14,0
11660.7,14,1,1,3,0
39302.82,9,0,1,12,1
34798.06,8,0,0,6,0
1565.6,3,1,0,1,0
21636.33,4,0,1,9,1
44811.5,19,0,0,7,0
36023.92,1,0,1,15,1
3347.14,5,1,0,12,0
10460.63,10,1,0,9,0
28368.13,14,1,0,4,1
49528.69,8,0,1,11,1
21960.26,0,1,1,5,1
21970.09,1,1,1,5,1
49555.84,20,0,0,5,0
36096.45,8,0,0,8,0
41650.96,12,0,1,12,1
39519.12,23,1,1,4,1
5310.37,16,1,0,6,0
3732.66,13,0,1,2,0
19783.14,8,0,1,12,1
21775.06,12,0,1,6,0
12257.83,9,1,1,14,1
27812.13,22,1,0,11,1
31897.99,0,0,1,5,1
29141.84,19,1,0,11,1
5740.25,0,0,0,15,0
11413.75,15,0,1,3,0
25672.9,9,0,0,14,0
7840.17,2,0,1,11,1
12335.08,5,1,0,5,0
936.51,16,0,0,6,0
39113.43,13,1,1,9,1
35673.51,10,1,1,8,1
11794.96,3,1,1,13,1
35619.5,8,0,1,12,1
13373.31,22,1,0,11,0
776.16,11,1,0,5,0
20011.06,15,0,0,3,0
46586.39,5,0,0,11,0
26725.1,2,0,0,13,1
34341.8,23,0,1,2,0
22683.09,9,0,0,10,0
8770.77,23,1,0,5,0
5381.05,1,1,1,1,0
45482.79,4,1,0,15,1
17138.23,16,0,1,1,0
15612.25,14,0,0,5,0
9252.96,22,1,0,11,0
515.04,15,0,1,11,1
14025.38,2,1,0,6,0
304.63,20,0,0,4,0
11641.66,7,0,0,6,0
48803.74,18,1,1,4,1
30576.15,7,0,0,14,0
7036.25,21,1,1,8,0
35737.03,12,1,1,5,1
35921.27,2,1,0,14,1
20147.46,7,0,1,7,0
18872.82,15,1,1,12,1
40380.87,0,1,0,10,1
40300.17,17,0,1,10,0
11568.55,19,1,1,10,0
47299.81,5,0,1,11,1
45266.25,18,0,1,5,0
38354.67,10,1,0,10,1
15268.68,18,1,1,5,0
34825.25,0,1,0,14,1
41817.44,17,0,0,5,0
14992.0,11,0,1,5,0
30131.48,7,0,1,6,0
4274.05,21,0,0,6,0
37320.44,18,1,1,9,1
47597.84,10,1,1,7,1
24880.49,6,0,0,14,0
18221.33,4,1,1,1,1
45190.94,13,0,1,5,0
17815.9,13,0,0,7,0
18970.32,0,1,1,10,1
18777.09,17,0,1,1,0
17559.47,12,0,1,4,0
37756.82,9,1,0,11,1
38522.45,10,1,1,7,1
3645.06,8,1,0,14,0
16618.11,17,1,1,6,0
11648.41,19,1,1,5,0
565.52,14,1,0,15,0
12332.58,8,0,0,13,0
38128.28,20,1,1,3,1
15810.9,2,0,1,15,1
862.1,8,1,1,13,1
28167.2,18,1,1,8,1
22272.07,4,0,1,13,1
47275.07,18,1,1,13,1
2526.37,1,0,0,13,0
18575.12,20,0,0,3,0
32327.16,1,0,1,8,1
14947.09,10,0,1,12,1
30625.32,2,1,1,14,1
38080.41,22,1,1,1,1
322.34,22,0,1,12,1
38939.22,6,0,0,2,0
13327.45,12,1,1,3,0
27026.59,9,1,0,11,1
48864.45,21,0,0,12,0
47159.91,1,0,0,3,1
7817.31,12,1,1,1,0
47019.78,16,1,0,6,1
42357.6,0,0,0,1,1
26247.48,13,1,1,9,1
2070.81,6,1,1,10,0
44750.99,21,0,0,3,0
28855.17,0,0,0,13,1
25587.14,21,0,1,1,0
40307.39,1,1,1,6,1
42930.56,23,1,0,6,1
16057.92,7,1,1,2,0
37936.41,21,0,1,7,0
38733.89,15,0,0,10,0
30100.49,18,0,1,1,0
8704.7,21,0,1,4,0
48260.18,20,1,0,15,1
1174.04,17,0,0,3,0
31937.92,19,0,0,15,0
19038.52,3,0,1,5,1
25329.01,22,1,1,9,1
13520.72,7,1,0,8,0
20399.88,11,1,0,13,1
1889.85,19,0,1,11,1
46797.89,14,1,0,1,1
10679.91,19,0,1,8,0
20664.41,23,0,0,1,0
34990.85,3,0,0,13,1
24954.97,2,0,0,14,1
1653.39,3,0,1,9,0
31170.29,16,1,0,8,1
31904.11,5,1,0,3,1
24202.09,8,1,1,14,1
49950.2,5,0,1,10,0
621.02,7,1,0,7,0
6318.51,21,0,0,9,0
49410.24,13,1,0,10,1
27920.09,0,0,0,6,1
10006.76,3,0,0,8,0
8671.76,10,1,1,1,0
42435.01,11,1,0,15,1
37727.49,23,1,0,15,1
2495.46,11,1,0,10,0
34.62,17,1,0,1,0
38496.61,1,0,1,2,1
1401.4,22,0,0,1,0
26803.94,10,0,1,13,1
47905.09,6,1,1,15,1
20856.53,17,0,1,7,0
10415.06,2,1,1,10,0
42383.49,8,0,1,4,0
28636.9,10,1,0,14,1
16869.48,3,0,0,1,1
36349.85,10,1,1,6,1
3468.15,9,0,1,5,0
8712.74,18,0,0,12,0
8663.18,10,0,0,6,0
14409.7,20,1,0,4,0
11011.39,22,0,0,6,0
49777.46,20,1,1,3,1
20618.43,0,1,1,2,1
27584.43,1,0,1,4,1
38669.55,12,0,1,15,1
6222.8,22,0,0,9,0
6561.05,4,0,0,1,0
25950.16,20,0,1,11,1
21808.41,9,1,1,6,1
39652.39,1,0,0,8,1
25169.04,0,0,0,9,1
24294.97,14,1,0,5,1
25784.18,19,0,1,2,0
42574.8,5,0,0,1,0
41913.97,13,0,0,12,0
2616.35,3,0,0,1,0
11906.73,1,1,1,11,1
10829.84,10,0,0,3,0
18733.53,3,0,1,4,1
38057.1,13,1,0,6,1
46809.3,11,0,1,1,0
13352.3,5,1,0,9,0
1800.48,10,0,1,3,0
1393.38,12,1,0,15,0
22696.83,21,0,0,12,0
48865.35,1,1,1,6,1
40607.28,14,0,0,8,0
30116.18,1,1,0,11,1
18043.21,2,0,0,1,1
27738.38,21,0,1,12,1
48198.18,20,1,0,1,1
30051.94,7,1,0,9,1
2463.59,14,0,0,4,0
37730.98,0,1,0,1,1
26540.97,0,1,1,5,1
15.56,21,1,1,4,0
3748.21,3,0,1,8,0
41435.64,20,0,1,10,0
26603.24,6,0,0,2,0
11576.32,4,0,1,12,1
39229.69,12,0,1,7,0
20186.13,20,0,0,11,0
47601.36,16,1,0,14,1
15057.7,8,1,0,10,0
39408.82,13,1,0,12,1
48081.12,20,0,0,13,0
32100.49,19,1,0,9,1
45796.86,5,1,1,15,1
323.67,3,0,1,14,1
42606.92,9,0,1,6,0
16383.94,8,1,0,3,0
1904.61,15,0,0,4,0
27350.95,1,0,0,7,1
44150.87,17,1,1,10,1
46815.36,4,0,1,4,1
1598.39,0,1,0,1,0
23167.85,15,0,0,5,0
2551.31,13,0,0,9,0
15583.08,19,0,1,6,0
46091.27,11,0,1,4,0
45474.92,21,1,0,6,1
29222.89,6,0,1,13,1
25276.13,3,0,0,1,1
17410.56,17,0,1,10,0
23480.95,1,1,1,5,1
36600.89,4,1,0,4,1
40857.5,21,0,1,15,1
38554.91,16,1,1,15,1
8793.1,9,0,1,12,1
39200.17,18,1,1,4,1
15034.37,5,1,1,9,0
2275.82,23,0,1,2,0
49388.2,20,0,0,6,0
33543.75,22,1,0,8,1
22402.96,23,0,0,2,0
18998.38,17,0,1,2,0
44215.31,17,1,1,15,1
10370.18,17,0,1,10,0
31945.14,0,0,1,15,1
9095.71,22,1,0,13,0
22552.36,14,1,1,2,1
31034.92,19,0,1,12,1
23383.71,0,0,1,6,1
28711.09,15,1,1,12,1
44625.74,6,1,0,12,1
38863.73,14,0,0,6,0
22661.04,2,0,1,3,1
16441.98,6,0,0,7,0
36020.04,12,0,0,12,0
978.98,16,1,1,10,0
31453.45,13,1,0,2,1
37423.92,14,0,0,3,0
38024.1,0,0,0,12,1
8854.45,2,1,0,12,0
26009.39,1,1,1,13,1
17660.82,20,1,0,9,0
7213.41,4,1,1,4,0
37574.65,9,1,1,10,1
26968.43,9,1,1,2,1
5902.45,14,1,1,11,1
43231.09,4,1,0,14,1
31112.37,22,1,1,7,1
34120.09,13,1,1,7,1
27540.71,15,0,1,3,0
14721.59,1,1,0,10,0
28763.97,10,1,0,13,1
11782.38,19,0,0,11,0
40166.36,8,0,1,9,0
18043.53,23,1,0,8,0
45100.8,0,1,0,1,1
28039.62,13,0,0,1,0
29088.65,14,0,1,6,0
1513.16,5,1,1,1,0
6997.35,3,0,1,13,1
32701.37,21,1,1,4,1
14280.73,2,0,1,3,0
48810.84,10,1,0,12,1
2656.85,7,0,1,6,0
24153.26,15,0,1,8,0
18573.37,4,1,0,14,1
1299.27,15,1,1,10,0
7753.14,14,1,1,1,0
48381.02,20,0,1,9,0
25487.33,15,1,0,7,1
9046.06,1,1,0,1,0
40891.91,4,0,1,2,1
3226.25,0,1,1,10,0
46358.97,14,1,0,15,1
22863.07,12,1,1,7,1
3366.07,12,0,0,4,0
49423.32,0,0,0,5,1
18987.67,20,1,1,10,0
24022.99,1,1,1,15,1
32961.08,22,0,0,9,0
42790.1,23,1,1,3,1
3504.28,7,1,0,10,0
2092.61,22,0,0,3,0
24688.81,10,1,0,4,1
40649.13,23,0,1,12,1
3688.11,1,1,1,8,0
23793.58,23,0,0,6,0
6139.04,11,0,0,12,0
